architecture,source_dataset,target_dataset,bootstrap_requested_replicates,metric,bootstrap_valid_replicates,ci_95_lower,ci_95_upper
inception_time,code_ii,georgia,1000,macro_auroc,1000,0.9329453528161261,0.9592379490631622
inception_time,code_ii,mimic_iv,1000,auroc_af_afl,1000,0.9509464522546419,0.9708698757377285
inception_time,code_ii,mimic_iv,1000,auroc_av_block_1,1000,0.873315456994164,0.9125269638340057
inception_time,code_ii,mimic_iv,1000,auroc_lbbb,1000,0.898055650529426,0.9393481397604455
inception_time,code_ii,mimic_iv,1000,auroc_normal,1000,0.8193198309167024,0.8459378561858244
inception_time,code_ii,mimic_iv,1000,auroc_rbbb,1000,0.8601125308725845,0.9004593152857132
inception_time,code_ii,mimic_iv,1000,macro_auroc,1000,0.8894054137506139,0.9051391867665921
inception_time,code_ii,code_ii,1000,auroc_af_afl,1000,0.9492925455779163,0.9896560123672916
inception_time,code_ii,code_ii,1000,auroc_av_block_1,1000,0.9699225368629122,0.9900862658996208
inception_time,code_ii,code_ii,1000,auroc_lbbb,1000,0.9935711779825641,0.9967281788971227
inception_time,code_ii,code_ii,1000,auroc_normal,1000,0.7909424953182552,0.8161570719214077
inception_time,code_ii,code_ii,1000,auroc_rbbb,1000,0.9898264925355538,0.9969813597518288
inception_time,code_ii,code_ii,1000,macro_auroc,1000,0.9435936482418538,0.9541954165204303

